"","Type","Model","Status","Lost by","Date","Nearest location","Oryx URL","Source","Geolocation","Tags","Country","GeneralType","lat","lng"
"553","Multiple rocket launchers","227mm M142 HIMARS","Destroyed","Ukraine",2024-08-15,"Mohrytsia","https://i.postimg.cc/Zn5Nt0MT/2055-himars-destr-15-08-24.jpg","https://t.me/lost_warinua/86672","51.059383,35.028600",NA,"Ukraine","Multiple rocket launchers",51.059383,35.0286
"554","Other","Unknown vehicle","Destroyed","Ukraine",2024-10-23,"Sudzha","https://i.postimg.cc/DzWbscSx/2018-Unknown-vehicle-destr-23-10-24.jpg","https://t.me/infomil_live/11341","51.205001,35.232641",NA,"Ukraine","Other",51.205001,35.232641
"555","Other","Unknown vehicle","Destroyed","Ukraine",2024-09-16,"Novyi Put","https://i.postimg.cc/ryPYtBwn/2016-Unknown-vehicle-destr-16-09-24.jpg","https://t.me/The_Wrong_Side/18325","51.255392,34.539781",NA,"Ukraine","Other",51.255392,34.539781
"556","Radars and jammers","Unknown Communications Relay or Radar","Damaged","Ukraine",2024-08-11,"Myropillya",NA,NA,"51.047920, 35.272580",NA,"Ukraine","Radars and jammers",51.04792,35.27258
"557","Radars and jammers","36D6 ST-68U surveillance radar","Destroyed","Ukraine",2024-08-25,"Shevchenkove (Bereza hromada)","https://i.postimg.cc/MKgpC6qD/2073-36-D6-ST-68-U-surveillance-radar-destr-25-08-24.jpg","https://t.me/lost_warinua/93310","51.679222,33.728278","Loitering","Ukraine","Radars and jammers",51.679222,33.728278
"558","Self-propelled artillery","122mm 2S1 'Gvozdika'","Destroyed","Ukraine",2024-11-05,"Sumy oblast",NA,"https://t.me/lost_warinua/95817",NA,"∆","Ukraine","Artillery",NA,NA
"559","Self-propelled artillery","122mm 2S1 'Gvozdika'","Destroyed","Ukraine",2024-09-27,"Sumy oblast","https://i.postimg.cc/q7p79F3h/2008-2-S1-Gvozdika-destr-27-09-24.jpg","https://t.me/lost_warinua/91093",NA,NA,"Ukraine","Artillery",NA,NA
"560","Self-propelled artillery","122mm 2S1 'Gvozdika'","Destroyed","Ukraine",2024-09-22,"Bilovody","https://i.postimg.cc/zXsM4CCJ/2022-2-S1-Gvozdika-destr-22-09-24.jpg","https://t.me/lost_warinua/90473","51.193139,34.985944",NA,"Ukraine","Artillery",51.193139,34.985944
"561","Self-propelled artillery","122mm 2S1 'Gvozdika'","Destroyed","Ukraine",2024-09-14,"Darino","https://i.postimg.cc/767MNVGY/2007-2-S1-Gvozdika-destr-14-09-24.jpg","https://t.me/lost_warinua/89464","51.260611,35.032056",NA,"Ukraine","Artillery",51.260611,35.032056
"562","Self-propelled artillery","152mm 2S3(M) 'Akatsiya'","Destroyed","Ukraine",2024-09-21,"Zelenyi Shlyakh","https://i.postimg.cc/qBZWxVg6/2021-2-S3-M-Akatsiya-destr-22-09-24.jpg","https://t.me/lost_warinua/90459","51.317806,35.083","Loitering","Ukraine","Artillery",51.317806,35.083
"563","Self-propelled artillery","155mm 2S22 'Bohdana' 3.0","Destroyed","Ukraine",2024-10-23,"Kursk oblast","https://i.postimg.cc/59smy5m4/2016-155mm-2-S22-Bohdana-3-0-destr-30-09-24.jpg","https://t.me/lost_warinua/94242",NA,NA,"Ukraine","Artillery",NA,NA
"564","Self-propelled artillery","155mm 2S22 'Bohdana' 4.0","Destroyed","Ukraine",2024-09-21,"Kysla Dubyna","https://i.postimg.cc/yxG3p2Vr/2030-2-S22-Bohdana-4-0-destr-21-09-24.jpg","https://www.tiktok.com/@stasik_g_/video/7423141836752981254","51.2024360,34.4326842","Cope cage,Loitering","Ukraine","Artillery",51.202436,34.4326842
"565","Self-propelled artillery","155mm M109 *","Destroyed","Ukraine",2024-09-14,"Gogolevka","https://i.postimg.cc/tgszsy96/2004-155mm-M109-destr-14-09-24.jpg","https://t.me/lost_warinua/89510","51.196389,35.189944","∆","Ukraine","Artillery",51.196389,35.189944
"566","Tanks","T-64BV Zr. 2017","Abandoned","Ukraine",2024-08-21,"Kursk oblast","https://i.postimg.cc/9QbRCbC2/2008-T-64-BV-Zr-2017-dam-aband-21-08-24.jpg","https://t.me/lost_warinua/87287",NA,"Damaged,∇","Ukraine","Armor",NA,NA
"567","Tanks","Unknown tank","Abandoned","Ukraine",2024-10-17,"Zelenyi Shlyakh","https://i.postimg.cc/9MG41hcF/2061-Unknown-tank-aband-17-10-24.jpg","https://t.me/lost_warinua/93465",NA,NA,"Ukraine","Armor",NA,NA
"568","Tanks","T-64BV Zr. 2017","Captured","Ukraine",2024-09-24,"Kursk oblast","https://i.postimg.cc/0NfXhjZ0/2010-T-64-BV-capt-24-09-24.jpg","https://t.me/lost_warinua/90729",NA,"Cope cage,+,Damaged","Ukraine","Armor",NA,NA
"569","Tanks","T-72AV","Captured","Ukraine",2024-09-20,"Kursk oblast","https://i.postimg.cc/MKCKWR3Q/2015-T-72-AV-capt-20-09-24.jpg","https://t.me/lost_warinua/90269",NA,"Mine plow/roller,∆","Ukraine","Armor",NA,NA
"570","Tanks","T-64BV","Damaged","Ukraine",2024-08-17,"Kyianytsia",NA,"https://t.me/warriorofnorth/2152","51.070168,34.912544","Loitering","Ukraine","Armor",51.070168,34.912544
"571","Tanks","Challenger 2","Destroyed","Ukraine",2024-08-11,"Sheptukhovka","https://i.postimg.cc/ydsjwqRr/2100-Challenger-2-destr-11-08-24.jpg","https://t.me/lost_warinua/86102","51.421167,35.202583","Loitering,Turretless,Shattered","Ukraine","Armor",51.421167,35.202583
"572","Tanks","Leopard 2A6","Destroyed","Ukraine",2024-09-19,"Sheptukhovka","https://i.postimg.cc/QNR3Yv4Q/2006-Leopard-2-A6-destr-19-09-24.jpg","https://t.me/lost_warinua/90022","51.413403,35.194748","Improvised,∆","Ukraine","Armor",51.413403,35.194748
"573","Tanks","PT-91 Twardy","Destroyed","Ukraine",2024-08-12,"Sverdlikovo","https://i.postimg.cc/FspcNdJt/2003-PT-91-Twardy-destr-12-08-24.jpg","https://t.me/lost_warinua/86163","51.259248,35.120592","Loitering,Jammer,Cope cage","Ukraine","Armor",51.259248,35.120592
"574","Tanks","T-64BV","Destroyed","Ukraine",2024-10-16,"Kruglenkoe","https://i.postimg.cc/h41zdcC2/2084-T-64-BV-destr-16-10-24.jpg","https://t.me/lost_warinua/93344","51.374694,35.15725","Mine plow/roller,Cope cage,∆","Ukraine","Armor",51.374694,35.15725
"575","Tanks","T-64BV","Destroyed","Ukraine",2024-09-16,"Kremyanoe","https://i.postimg.cc/g26wh5FQ/2025-Unknown-tank-destr-16-09-24.jpg","https://t.me/lost_warinua/89760","51.370528,35.1395","Cope cage,Improvised","Ukraine","Armor",51.370528,35.1395
"576","Tanks","T-64BV","Destroyed","Ukraine",2024-09-11,"Goncharovka","https://i.postimg.cc/TYs9cmZD/2016-unkn-t72-destr-13-09-24.jpg","https://t.me/lost_warinua/89406","51.186923,35.239821","∆","Ukraine","Armor",51.186923,35.239821
"577","Tanks","T-64BV","Destroyed","Ukraine",2024-09-08,"Makhnovka","https://i.postimg.cc/wTry7zPD/2002-T-64-BV-destr-08-09-24.jpg","https://t.me/rustroyka1945,","51.1730981,35.3046651",NA,"Ukraine","Armor",51.1730981,35.3046651
"578","Tanks","T-64BV","Destroyed","Ukraine",2024-09-01,"Rubanshchina","https://i.postimg.cc/43xgSwKF/2013-T-64-BV-destr-01-09-24.jpg","https://t.me/lost_warinua/88204","51.198139,35.196194","Mine plow/roller,∆,Loitering","Ukraine","Armor",51.198139,35.196194
"579","Tanks","T-64BV","Destroyed","Ukraine",2024-08-23,"Cherkasskoe Porechnoe","https://i.postimg.cc/KcPkYNnN/2006-T-64-BV-destr-23-08-24.jpg","https://t.me/lost_warinua/87445","51.29725,35.331361","∆","Ukraine","Armor",51.29725,35.331361
"580","Tanks","T-64BV","Destroyed","Ukraine",2024-08-21,"Komarovka","https://i.postimg.cc/Z5RCVzX7/2018-T-64-BV-destr-21-08-24.jpg","https://t.me/RVvoenkor/75356","51.3225579,34.7988732",NA,"Ukraine","Armor",51.3225579,34.7988732
"581","Tanks","T-64BV","Destroyed","Ukraine",2024-08-18,"Olgovka","https://i.postimg.cc/J4bHdmFG/2011-T-64-BV-destr-18-08-24.jpg","https://t.me/lost_warinua/87262","51.403472,35.012583","Turretless,∆","Ukraine","Armor",51.403472,35.012583
"582","Tanks","T-64BV Zr. 2017","Destroyed","Ukraine",2024-08-09,"Cherkasskoe Porechnoe","https://i.postimg.cc/rFCyCHSp/2013-T-64-BV-Zr-2017-destr-09-08-24.jpg","https://t.me/lost_warinua/85846","51.288061,35.322827","Turretless,Loitering,∆","Ukraine","Armor",51.288061,35.322827
"583","Tanks","T-72 *","Destroyed","Ukraine",2024-09-11,"Goncharovka","https://i.postimg.cc/DZ5Q4brm/2017-unkn-t72-destr-13-09-24.jpg","https://t.me/lost_warinua/89406","51.186973,35.239785","Turretless,∆","Ukraine","Armor",51.186973,35.239785
"584","Tanks","T-72 *","Destroyed","Ukraine",2024-08-27,"Kremyanoe","https://i.postimg.cc/x1JQgqF6/2008-unkn-t72-destr-27-08-24.jpg","https://t.me/lost_warinua/87815","51.393139,35.123056",NA,"Ukraine","Armor",51.393139,35.123056
"585","Tanks","T-72AMT","Destroyed","Ukraine",2024-10-12,"Kolmakov","https://i.postimg.cc/FsGL2N3Y/2057-T-72-AMT-destr-12-10-24.jpg","https://t.me/lost_warinua/92869","51.172111,35.340917","+,∆","Ukraine","Armor",51.172111,35.340917
"586","Tanks","T-72AV","Destroyed","Ukraine",2024-10-16,"Korenevo raion","https://i.postimg.cc/J0xsV5yf/2083-T-72-AV-destr-16-10-24.jpg","https://t.me/lost_warinua/93348",NA,"Turretless,Cope cage","Ukraine","Armor",NA,NA
"587","Tanks","T-72AV","Destroyed","Ukraine",2024-08-12,"Sverdlikovo","https://i.postimg.cc/x1dmCfKX/2002-T-72-AV-destr-12-08-24.jpg","https://t.me/lost_warinua/86163","51.259314,35.120601","∆,Jammer,Loitering,Cope cage","Ukraine","Armor",51.259314,35.120601
"588","Tanks","T-72M/M1(R)","Destroyed","Ukraine",2024-09-13,"Olgovka","https://i.postimg.cc/ZqtxGmYY/2014-t72m-destr-13-09-24.jpg","https://t.me/lost_warinua/89418","51.38525,34.980861","∇,Mine plow/roller","Ukraine","Armor",51.38525,34.980861
"589","Towed artillery","105mm L119 light gun","Destroyed","Ukraine",2024-10-15,"Sudzha raion","https://i.postimg.cc/4dFDY14T/2088-L119-light-gun-destr-15-10-24.jpg","https://www.youtube.com/watch?v=I3cCX_RIelc&ab_channel=%D0%94%D0%BE%D0%B1%D1%80%D0%B8%D0%BAlive",NA,"Flipped","Ukraine","Artillery",NA,NA
"590","Towed artillery","Unknown towed artillery","Destroyed","Ukraine",2024-09-02,"Novoivanovka","https://i.postimg.cc/L6YwyCZC/2015-Unknown-towed-artillery-destr-02-09-24.jpg","https://t.me/brigada83/310,","51.327761,35.096657","Loitering","Ukraine","Artillery",51.327761,35.096657
"591","Transport","GAZ-66","Destroyed","Ukraine",2024-08-09,"Sudzha","https://i.postimg.cc/QdGXYsbF/2020-Unknown-truck-destr-09-08-24.jpg","https://t.me/lost_warinua/85916","51.2016022,35.2412348","Loitering,∆","Ukraine","Transport",51.2016022,35.2412348
"592","Transport","KrAZ-5233","Destroyed","Ukraine",2024-09-17,"Sudzha raion","https://i.postimg.cc/nL8Pf08B/2041-Kr-AZ-5233-destr-17-09-24.jpg","https://t.me/lost_warinua/89847",NA,NA,"Ukraine","Transport",NA,NA
"593","Transport","Mercedes-Benz Zetros","Destroyed","Ukraine",2024-09-30,"Sumy oblast","https://i.postimg.cc/x1VfrZzG/2031-Mercedes-Benz-Zetros-destr-30-09-24.jpg","https://t.me/lost_warinua/91385",NA,NA,"Ukraine","Transport",NA,NA
"594","Transport","Oshkosh M1083A1P2 MTV","Destroyed","Ukraine",2024-08-20,"Kursk oblast","https://i.postimg.cc/J7gL04Rj/2011-Oshkosh-M1083-A1-P2-MTV-destr-20-08-24.jpg","https://t.me/lost_warinua/87156",NA,NA,"Ukraine","Transport",NA,NA
"595","Transport","RMMV HX 4x4","Destroyed","Ukraine",2024-08-20,"Korenevo","https://i.postimg.cc/tg7fqhKX/2105-RMMV-HX-4x4-destr-20-08-24.jpg","https://t.me/lost_warinua/87230","51.3936996,34.9584826","∆","Ukraine","Transport",51.3936996,34.9584826
"596","Transport","Ural-4320","Destroyed","Ukraine",2024-11-02,"Kursk oblast",NA,"https://t.me/diomeddog/3650",NA,NA,"Ukraine","Transport",NA,NA
"597","Transport","Ural-4320","Destroyed","Ukraine",2024-11-02,"Kursk oblast",NA,"https://t.me/diomeddog/3650",NA,NA,"Ukraine","Transport",NA,NA
"598","Transport","Ural-4320","Destroyed","Ukraine",2024-09-16,"Medvezhe","https://i.postimg.cc/QNPNmCNy/2010-Ural-4320-destr-16-09-24.jpg","https://t.me/lost_warinua/91079",NA,NA,"Ukraine","Transport",NA,NA
"599","Transport","ZiL-131","Destroyed","Ukraine",2024-10-02,"Korenevo","https://i.postimg.cc/PqL9zTtc/2014-Zi-L-131-destr-02-10-24.jpg","https://t.me/lost_warinua/91630","51.390917,34.965250",NA,"Ukraine","Transport",51.390917,34.96525
